id,video_id,buffering_bitrate_audio,buffering_bitrate_video,buffering_state,buffering_vmaf,duration,framerate,player_state,playing_bitrate_video,playing_bitrate_audio,playing_vmaf,position,rendering_state,resolution,segment_position,timestamp,total_corrupted_frames,total_dropped_frames,total_frames,volume
475,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:39.329,0,0,7285,64
476,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:40.330,0,0,7285,64
477,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:41.330,0,0,7285,64
478,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:42.328,0,0,7285,64
479,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:43.330,0,0,7285,64
480,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:44.330,0,0,7285,64
481,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:45.330,0,0,7285,64
482,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:46.330,0,0,7285,64
483,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:47.325,0,0,7285,64
484,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:48.326,0,0,7285,64
485,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:49.329,0,0,7285,64
486,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:50.329,0,0,7285,64
487,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:51.329,0,0,7285,64
488,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:52.329,0,0,7285,64
489,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:53.325,0,0,7285,64
490,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:54.329,0,0,7285,64
491,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:55.325,0,0,7285,64
492,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:56.329,0,0,7285,64
493,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:57.327,0,0,7285,64
494,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:58.327,0,0,7285,64
495,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:24:59.325,0,0,7285,64
496,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:00.326,0,0,7285,64
497,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:01.326,0,0,7285,64
498,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:02.329,0,0,7285,64
499,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:03.328,0,0,7285,64
500,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:04.326,0,0,7285,64
501,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:05.329,0,0,7285,64
502,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:06.325,0,0,7285,64
503,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:07.329,0,0,7285,64
504,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:08.327,0,0,7285,64
505,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:09.329,0,0,7285,64
506,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:10.329,0,0,7285,64
507,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:11.325,0,0,7285,64
508,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:12.329,0,0,7285,64
509,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:13.329,0,0,7285,64
510,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:14.329,0,0,7285,64
511,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:15.332,0,0,7285,64
512,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:16.329,0,0,7285,64
513,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:17.329,0,0,7285,64
514,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:18.327,0,0,7285,64
515,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:19.325,0,0,7285,64
516,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:20.328,0,0,7285,64
517,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:21.329,0,0,7285,64
518,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:22.329,0,0,7285,64
519,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:23.328,0,0,7285,64
520,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:24.325,0,0,7285,64
521,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:25.329,0,0,7285,64
522,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:26.329,0,0,7285,64
523,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:27.329,0,0,7285,64
524,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:28.329,0,0,7285,64
525,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:29.329,0,0,7285,64
526,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:30.329,0,0,7285,64
527,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:31.328,0,0,7285,64
528,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:32.329,0,0,7285,64
529,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:33.329,0,0,7285,64
530,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:34.325,0,0,7285,64
531,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:35.329,0,0,7285,64
532,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Paused,480x270,298.764,2023-02-06T14:25:36.328,0,0,7285,64
533,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,298.764,Playing,480x270,298.764,2023-02-06T14:25:37.326,0,0,7286,64
534,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,299.423,Playing,480x270,299.423,2023-02-06T14:25:38.327,0,0,7417,64
535,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,300.594,Playing,480x270,300.594,2023-02-06T14:25:39.327,0,0,7441,64
536,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,301.546,Playing,480x270,301.546,2023-02-06T14:25:40.326,0,0,7465,64
537,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,302.609,Playing,480x270,302.609,2023-02-06T14:25:41.328,0,0,7489,64
538,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,303.673,Playing,480x270,303.673,2023-02-06T14:25:42.325,0,0,7513,64
539,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,304.470,Playing,480x270,304.470,2023-02-06T14:25:43.325,0,0,7538,64
540,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,305.531,Playing,480x270,305.531,2023-02-06T14:25:44.327,0,0,7562,64
541,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,306.596,Playing,480x270,306.596,2023-02-06T14:25:45.329,0,0,7586,64
542,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,307.656,Playing,480x270,307.656,2023-02-06T14:25:46.333,0,0,7610,64
543,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,308.454,Playing,480x270,308.454,2023-02-06T14:25:47.333,0,0,7634,64
544,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,309.514,Playing,480x270,309.514,2023-02-06T14:25:48.324,0,0,7659,64
545,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,310.641,Playing,480x270,310.641,2023-02-06T14:25:49.325,0,0,7683,64
546,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,311.641,Playing,480x270,311.641,2023-02-06T14:25:50.325,0,0,7707,64
547,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,312.705,Playing,480x270,312.705,2023-02-06T14:25:51.329,0,0,7731,64
548,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,313.498,Playing,480x270,313.498,2023-02-06T14:25:52.325,0,0,7755,64
549,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,314.564,Playing,480x270,314.564,2023-02-06T14:25:53.326,0,0,7779,64
550,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,315.623,Playing,480x270,315.623,2023-02-06T14:25:54.325,0,0,7803,64
551,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,316.689,Playing,480x270,316.689,2023-02-06T14:25:55.327,0,0,7828,64
552,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,317.751,Playing,480x270,317.751,2023-02-06T14:25:56.325,0,0,7852,64
553,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,318.547,Playing,480x270,318.547,2023-02-06T14:25:57.324,0,0,7876,64
554,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,319.611,Playing,480x270,319.611,2023-02-06T14:25:58.329,0,0,7900,64
555,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,320.673,Playing,480x270,320.673,2023-02-06T14:25:59.327,0,0,7924,64
556,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,321.734,Playing,480x270,321.734,2023-02-06T14:26:00.329,0,0,7948,64
557,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,322.795,Playing,480x270,322.795,2023-02-06T14:26:01.331,0,0,7972,64
558,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,323.594,Playing,480x270,323.594,2023-02-06T14:26:02.329,0,0,7996,64
559,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,324.657,Playing,480x270,324.657,2023-02-06T14:26:03.329,0,0,8020,64
560,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,325.721,Playing,480x270,325.721,2023-02-06T14:26:04.326,0,0,8045,64
561,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,326.780,Playing,480x270,326.780,2023-02-06T14:26:05.328,0,0,8069,64
562,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,327.576,Playing,480x270,327.576,2023-02-06T14:26:06.325,0,0,8093,64
563,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,328.639,Playing,480x270,328.639,2023-02-06T14:26:07.327,0,0,8117,64
564,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,329.701,Playing,480x270,329.701,2023-02-06T14:26:08.326,0,0,8141,64
565,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,330.766,Playing,480x270,330.766,2023-02-06T14:26:09.329,0,0,8165,64
566,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,331.830,Playing,480x270,331.830,2023-02-06T14:26:10.326,0,0,8189,64
567,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,332.624,Playing,480x270,332.624,2023-02-06T14:26:11.324,0,0,8213,64
568,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,333.686,Playing,480x270,333.686,2023-02-06T14:26:12.328,0,0,8238,64
569,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,334.753,Playing,480x270,334.753,2023-02-06T14:26:13.326,0,0,8262,64
570,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,335.810,Playing,480x270,335.810,2023-02-06T14:26:14.325,0,0,8286,64
571,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,336.873,Playing,480x270,336.873,2023-02-06T14:26:15.325,0,0,8310,64
572,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,337.673,Playing,480x270,337.673,2023-02-06T14:26:16.325,0,0,8334,64
573,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,338.737,Playing,480x270,338.737,2023-02-06T14:26:17.325,0,0,8358,64
574,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,339.796,Playing,480x270,339.796,2023-02-06T14:26:18.328,0,0,8382,64
575,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,340.862,Playing,480x270,340.862,2023-02-06T14:26:19.329,0,0,8407,64
576,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,341.922,Playing,480x270,341.922,2023-02-06T14:26:20.329,0,0,8431,64
577,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,342.719,Playing,480x270,342.719,2023-02-06T14:26:21.324,0,0,8455,64
578,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,343.783,Playing,480x270,343.783,2023-02-06T14:26:22.329,0,0,8479,64
579,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,344.842,Playing,480x270,344.842,2023-02-06T14:26:23.324,0,0,8503,64
580,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,345.906,Playing,480x270,345.906,2023-02-06T14:26:24.330,0,0,8527,64
581,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,346.702,Playing,480x270,346.702,2023-02-06T14:26:25.325,0,0,8551,64
582,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,347.766,Playing,480x270,347.766,2023-02-06T14:26:26.325,0,0,8576,64
583,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,348.826,Playing,480x270,348.826,2023-02-06T14:26:27.325,0,0,8600,64
584,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,349.889,Playing,480x270,349.889,2023-02-06T14:26:28.326,0,0,8624,64
585,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,350.955,Playing,480x270,350.955,2023-02-06T14:26:29.330,0,0,8648,64
586,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,351.751,Playing,480x270,351.751,2023-02-06T14:26:30.327,0,0,8672,64
587,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,352.810,Playing,480x270,352.810,2023-02-06T14:26:31.329,0,0,8696,64
588,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,353.873,Playing,480x270,353.873,2023-02-06T14:26:32.325,0,0,8720,64
589,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,354.939,Playing,480x270,354.939,2023-02-06T14:26:33.325,0,0,8744,64
590,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,355.999,Playing,480x270,355.999,2023-02-06T14:26:34.328,0,0,8769,64
591,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,356.795,Playing,480x270,356.795,2023-02-06T14:26:35.324,0,0,8793,64
592,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,357.861,Playing,480x270,357.861,2023-02-06T14:26:36.325,0,0,8817,64
593,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,358.923,Playing,480x270,358.923,2023-02-06T14:26:37.329,0,0,8841,64
594,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,359.983,Playing,480x270,359.983,2023-02-06T14:26:38.329,0,0,8865,64
595,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,361.046,Playing,480x270,361.046,2023-02-06T14:26:39.329,0,0,8889,64
596,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,361.841,Playing,480x270,361.841,2023-02-06T14:26:40.325,0,0,8913,64
597,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,362.906,Playing,480x270,362.906,2023-02-06T14:26:41.324,0,0,8938,64
598,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,363.968,Playing,480x270,363.968,2023-02-06T14:26:42.325,0,0,8962,64
599,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,365.034,Playing,480x270,365.034,2023-02-06T14:26:43.327,0,0,8986,64
600,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,366.094,Playing,480x270,366.094,2023-02-06T14:26:44.325,0,0,9010,64
601,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,366.889,Playing,480x270,366.889,2023-02-06T14:26:45.325,0,0,9035,64
602,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,367.955,Playing,480x270,367.955,2023-02-06T14:26:46.332,0,0,9058,64
603,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,369.014,Playing,480x270,369.014,2023-02-06T14:26:47.332,0,0,9083,64
604,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,370.076,Playing,480x270,370.076,2023-02-06T14:26:48.324,0,0,9107,64
605,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,370.873,Playing,480x270,370.873,2023-02-06T14:26:49.328,0,0,9131,64
606,1,96,3203,Normal,96,3504.834,23.976,Normal,60,96,49,371.939,Playing,480x270,371.939,2023-02-06T14:26:50.328,0,0,9155,64
607,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,372.998,Playing,480x270,372.998,2023-02-06T14:26:51.325,0,0,9179,64
608,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,374.064,Playing,480x270,374.064,2023-02-06T14:26:52.325,0,0,9204,64
609,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,375.124,Playing,480x270,375.124,2023-02-06T14:26:53.328,0,0,9228,64
610,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,375.920,Playing,480x270,375.920,2023-02-06T14:26:54.328,0,0,9252,64
611,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,376.986,Playing,480x270,376.986,2023-02-06T14:26:55.328,0,0,9276,64
612,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,378.045,Playing,480x270,378.045,2023-02-06T14:26:56.325,0,0,9300,64
613,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,379.108,Playing,480x270,379.108,2023-02-06T14:26:57.324,0,0,9324,64
614,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,380.173,Playing,480x270,380.173,2023-02-06T14:26:58.333,0,0,9349,64
615,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,380.968,Playing,480x270,380.968,2023-02-06T14:26:59.324,0,0,9373,64
616,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,380.968,Playing,480x270,380.968,2023-02-06T14:27:00.324,0,0,9373,64
617,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,382.033,Playing,480x270,382.033,2023-02-06T14:27:01.325,0,0,9397,64
618,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,383.096,Playing,480x270,383.096,2023-02-06T14:27:02.325,0,0,9421,64
619,1,96,703,Normal,91,3504.834,23.976,Normal,60,96,49,384.159,Playing,480x270,384.159,2023-02-06T14:27:03.331,0,0,9445,64
620,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,384.964,Playing,768x432,384.964,2023-02-06T14:27:04.326,0,0,9468,64
621,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,386.015,Playing,768x432,386.015,2023-02-06T14:27:05.326,0,0,9493,64
622,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,387.076,Playing,768x432,387.076,2023-02-06T14:27:06.327,0,0,9517,64
623,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,388.139,Playing,768x432,388.139,2023-02-06T14:27:07.326,0,0,9541,64
624,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,389.204,Playing,768x432,389.204,2023-02-06T14:27:08.325,0,0,9565,64
625,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,390.002,Playing,768x432,390.002,2023-02-06T14:27:09.324,0,0,9589,64
626,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,391.065,Playing,768x432,391.065,2023-02-06T14:27:10.331,0,0,9613,64
627,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,392.123,Playing,768x432,392.123,2023-02-06T14:27:11.328,0,0,9638,64
628,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,393.190,Playing,768x432,393.190,2023-02-06T14:27:12.327,0,0,9662,64
629,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,394.251,Playing,768x432,394.251,2023-02-06T14:27:13.327,0,0,9685,64
630,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,395.045,Playing,768x432,395.045,2023-02-06T14:27:14.324,0,0,9710,64
631,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,396.110,Playing,768x432,396.110,2023-02-06T14:27:15.325,0,0,9734,64
632,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,397.173,Playing,768x432,397.173,2023-02-06T14:27:16.328,0,0,9758,64
633,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,398.233,Playing,768x432,398.233,2023-02-06T14:27:17.324,0,0,9782,64
634,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,399.295,Playing,768x432,399.295,2023-02-06T14:27:18.324,0,0,9806,64
635,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,400.092,Playing,768x432,400.092,2023-02-06T14:27:19.325,0,0,9831,64
636,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,401.158,Playing,768x432,401.158,2023-02-06T14:27:20.331,0,0,9855,64
637,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,402.221,Playing,768x432,402.221,2023-02-06T14:27:21.328,0,0,9879,64
638,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,403.281,Playing,768x432,403.281,2023-02-06T14:27:22.328,0,0,9903,64
639,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,404.080,Playing,768x432,404.080,2023-02-06T14:27:23.328,0,0,9927,64
640,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,405.140,Playing,768x432,405.140,2023-02-06T14:27:24.326,0,0,9951,64
641,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,406.200,Playing,768x432,406.200,2023-02-06T14:27:25.324,0,0,9976,64
642,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,407.268,Playing,768x432,407.268,2023-02-06T14:27:26.326,0,0,10000,64
643,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,408.330,Playing,768x432,408.330,2023-02-06T14:27:27.324,0,0,10024,64
644,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,409.123,Playing,768x432,409.123,2023-02-06T14:27:28.328,0,0,10048,64
645,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,410.190,Playing,768x432,410.190,2023-02-06T14:27:29.327,0,0,10072,64
646,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,411.251,Playing,768x432,411.251,2023-02-06T14:27:30.325,0,0,10096,64
647,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,412.312,Playing,768x432,412.312,2023-02-06T14:27:31.324,0,0,10120,64
648,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,413.372,Playing,768x432,413.372,2023-02-06T14:27:32.328,0,0,10144,64
649,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,414.172,Playing,768x432,414.172,2023-02-06T14:27:33.330,0,0,10168,64
650,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,415.232,Playing,768x432,415.232,2023-02-06T14:27:34.328,0,0,10192,64
651,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,416.295,Playing,768x432,416.295,2023-02-06T14:27:35.324,0,0,10217,64
652,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,417.361,Playing,768x432,417.361,2023-02-06T14:27:36.324,0,0,10241,64
653,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,418.157,Playing,768x432,418.157,2023-02-06T14:27:37.328,0,0,10264,64
654,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,419.218,Playing,768x432,419.218,2023-02-06T14:27:38.325,0,0,10289,64
655,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,420.281,Playing,768x432,420.281,2023-02-06T14:27:39.325,0,0,10313,64
656,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,421.343,Playing,768x432,421.343,2023-02-06T14:27:40.325,0,0,10337,64
657,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,422.404,Playing,768x432,422.404,2023-02-06T14:27:41.325,0,0,10361,64
658,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,423.204,Playing,768x432,423.204,2023-02-06T14:27:42.325,0,0,10386,64
659,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,424.268,Playing,768x432,424.268,2023-02-06T14:27:43.324,0,0,10410,64
660,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,425.330,Playing,768x432,425.330,2023-02-06T14:27:44.327,0,0,10434,64
661,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,426.390,Playing,768x432,426.390,2023-02-06T14:27:45.324,0,0,10458,64
662,1,96,703,Normal,91,3504.834,23.976,Normal,100,96,65,427.453,Playing,768x432,427.453,2023-02-06T14:27:46.326,0,0,10482,64
